bound	بستہ
conflict	جھرمٹ
conflict	حرب
conflict	رن
conflict	زد و کوب
conflict	لڑائی
conflict	واقعہ
conflict	پرخاش
conflict.	کارزار
conflicting	مختلف
confluence	سنگم
conformity	اتفاق
conforonting	سامنا
confound	درہم و برہم
confounded	آسیمہ
confounded	حیران
confounded	دم بخود
confounded	دنگ
confounded	مختل
confounded	مدہوش
confounded	گم
confounded_or_disturbed	تحیر
confronting	آمنا سامنا
confused	آسیمہ
confused	خلط ملط
confused	مجمل
confused	مختل
confused	پریشان
confused	گھنا
confused_and_dubious_affair	عشوہ
confused_jumbled_together	برہم
confused_noise	چل
confusedness	شبہ
confusion	ابتری
confusion	افراتفری
confusion	الٹ پلٹ
confusion	انفعال
confusion	بوکھلاہٹ
confusion	بکل
confusion	بگاڑ
confusion	بھنڈ
confusion	تشویش
confusion	خلط
confusion	خلل
confusion	دنگا
confusion	شش و پنج
confusion	شورش
confusion	غدر
confusion	قبول
confusion	پرماد
confusion	کنفیوژن
confusion	کھل بلی
confusion	کھلبلاہٹ
confusion	گھبراہٹ
confusion	ہلچل
confusion	ہنگامہ
confute	توڑنا
confuted	لاجواب
confuting	ابطال
congealed	بستہ
congealed	منجمد
conglomerate	باندھنا
congratulation	تحیت
congratulation	درود
congregated_or_collective_body	جماعت
congregation	اجتماع
congregation	جماعت
congregation	حشر
congregation	حفل
congregation	سماج
congregation	سنگت
congregation	مجمع
congress	بار
congruous	سزاوار
congruous	لائق
conj-_then	پھر
conjectural	احتمالی
conjecture	انداز
conjecture	اٹکل
conjecture	تخمینہ
conjecture	ظن
conjecture	قرینہ
conjecture	وہم
conjectured	محتمل
conjointly	اتفاق سے
conjointly	باہم
conjuction_with_the_sun	تحت الشعاع
conjugal_state	سہاگ
conjunction	اتصال
conjunction	اجتماع
conjunction	حرف عطف
conjunction	سنجوگ
conjunction	سنگم
conjunction	فراہم
conjunction	وصول
conjunction	یگانگت
conjunction_with_the_sun	تحت الشعاع
conjuncture	تقریب
conjuncture	سنجوگ
conjuration	شعبدہ
conjurer	جالک
conjurer	جنتری
conjurer	شعبدہ باز
conjurer	عامل
conjurer	مداری
conjuring	بازی گری
conjuring	جال
conjuring	جنتر منتر
conjuring_rod	لٹکا
connect	باندھنا
connected	شامل
connected_from_circumstance	شامل حال
connecting_link	برزخ
connection	آشنائی
connection	اتصال
connection	برادری
connection	بھائی چارا
connection	جگت
connection	ساجھا
connection	سلسلہ
connection	سنجوگ
connection	عطف
connection	علاقہ
connection	قرابت
connection	کنکشن
connection_by_birth	رحم
connection_by_marriage	آشنائی
connective	عطف
connexion	ارتباط
connexion	رشتہ
connexion	قرینہ
connexion	نسبت
connivance	فروگزاشت
conniver.	چشم پوش
conniving_or_winking	چشم پوش
connoiseur	پارکھ
connoisseur	باریک بیں
conquer	توڑنا
conquer	ہرانا
conquered	جت
conquered	مقبوضہ
conquered	پراجت
conquering	تسخیر
conquering	جیت ونت
conquering	غلبہ
conquering	فاتح
conquering	فیروز مند
conquering	قہار
conquering_the_universe	عالم گیر
conqueror	جبار
conquest	بجے
conquest	غلبہ
conscience	ایمان
conscientious	ایمان دار
consciousness	سدھ
consecutive	صراف
consel	نصیحت
consent	اتفاق
consent	رضا
consent	قبول
consent	مرضی
consenting	رضامند
consenting	متفق
consequence	عقبی
consequent	مترتب
consequential	عمدہ
consequential_airs	نخوت
conservation	تحفظ
conservative	قدامت پسند
conserve	خمیرا
conseuqnences	لوازمہ
consider	جاننا
consideraiton	خیال
consideration	التفات
consideration	اپیکشا
consideration	بچار
consideration	تجویز
consideration	توجہ
consideration	رویت
consideration	سوچ
consideration	سوچ بچار
consideration	غور
consideration	غورطلب
consideration	فکر
consideration	لحاظ
consideration	مطالعہ
consideration	نگاہ
consideration	گنتی
considering	تجویز
considering	تفکر
considering	تقدیر
considering	حسب
considering	مطالعہ
considering_carefully	متامل
considering_with_attention	تبصر
consign_ment	سپردگی
consigning	تسلیم
consigning	تفویض
consigning	سپردگی
consignment	تفویض
consignment_(of_any_property	حوالہ
consignresign	سونپنا
consistent	لائق
consistent	مربوط
consisting_of	دو روز
consisting_of_sheep	حبوبات
consolation	تسلی
consolation	عزا
consolation	غم گساری
consolation	نار
consoler	غم خوار
consoler	غم گسار
consoling	غم گسار
consonant	حرف صحیح
conspicuous	جلوہ گر
conspicuous	جلی
conspicuous	عیاں
conspicuous	پرکاس
conspicuous_for_honour	ماجد
conspicuousness	جلوہ
conspicuousness	نمود
conspiracy	اتفاق
conspiracy	ایکا
conspiracy	سازش
conspiring	اجتماع
conspiring	تعاون
conspiring_together	تحالف
constancy	استقامت
constancy	استقلال
constancy	استواری
constancy	ثبات
constancy	ثبوت
constancy	رسوخ
constancy	وقف
constant	اچنچل
constant	ثابت قدم
constant	دھیر
constant	ستی
constant	پورا
constant_follower.	دم چھلا
constant_showers_of_sawan.	ساون کی جھڑی
constantly	آناً فاناً
constantly	جگ جگ
constantly	روز بروز
constantly	روز روز
constantly	روز و شب
constantly	لگا تار
constantly.	دن رات
constellation	چترا
constellation	کوکب
constellation_or_sign_pisces	حوت
consternation	افراتفری
consternation	حیرت
consternation	دہشت
consternation	سناٹا
consternation	گھبراہٹ
constipation	انقباض
constipation	قبض
constipation_alternately_with_diarrhoea	سنگرہنی
constituent	ذاتی
constituted	ضرب المثل
constituted	متعین
constituting	ناصب
constitution	خلقت
constitution	دب
constitution	درایت
constitution	رچنا
constitution	رگ و ریشہ
constitution	نظام
constitution	نہاد
constitutional	جبلی
constitutional	ذاتی
constitutional	قدرتی
constrained	ناچار
constraint	اضطرار
constraint	جبر
constraint	ناچاری
construct	اٹھانا
construct	بنانا
construct_(dam	باندھنا
constructed	مبنی
construction	بناوٹ
construction	ترکیب
construction	ساخت
consumer	صارف
consumer__goods	اشیائے صرف
consummate_knave	ابا
consummate_rogue	بانی
consummation	تتمیم
consummation_of_marriage	تخت کی رات
consumption	کھپت
contact	اتصال
contact	بھڑائی
contact	تماس
contact	سانٹھ
contact	سنجوگ
contact	سنگم
contagion	سرایت
contain	کھانا
contained	داخلی
contained	درمیانی
contained	مجموع
containing	اشتمال
containing	دودھیا
containing_grain	دانہ دار
contaminated	ملوث
contaminated.	خراب
contamination	آلائش
contamination	آلودگی
contemplating_the_stars	رقوب
contemplation	تصور
contemplation	تصوف
contemplation	درشن
contemplation	مشاہدہ
contemplative	اہل باطن
contemplative	متامل
contemporary	قرین
contemporary_wife	سوت
contemporary_wife	سوتن
contempt	اپمان
contempt	اہانت
contempt	تحقیر
contempt	رغم
contempt	سبکی
contempt	مذلت
contempt	مذمت
contempt	پربھو
contempt	گستاخی
contempt_of_court	نافرمانی
contemptible	ادنی
contemptible	ذلیل
contemptible	پشن
contemptible	چھوٹا
contemptible.	خوار
contemptibleness	ذلالت
contemptibleness	ذلت
contemptibleness	زلت
contemptibleness	مذلت
contemptuous_form_of_address	پاہو
contenance	رخ
contend	لڑنا
contending	جدال
contending_with	مخاصمت
content	استغنا
content	خود دار
content	خوش
content	راضی
content	رضا
content	مجموع
contented	آسودہ حال
contented	راضی
contented	فارغ
contented	فارغ البال
contented	پرتشٹ
contention	بحث
contention	بدعت
contention	جدال
contention	جدل
contention	جنگ و جدل
contention	جھنجھٹ
contention	جھگڑا
contention	حجت
contention	خصومت
contention	دعوی
contention	لڑائی
contention	مخاصمت
contention	کش مکش
contention	گفت و شنید
contention	گفتگو
contention.	کھچاؤ
contention_and_killing	جدال و قتال
contentious	جنگ جو
contentious	راری
contentious	کھٹ پٹیا
contentment	تسلی
contentment	قناعت
contest	جدال
contest	چخ
contested	متنازع
context	قرینہ
contiguity	اتصال
contiguous	ملحق
continence	اجتناب
continence	حصانت
continence	عصمت
continence	عفت
continence	پرہیز
continent	عفیف
continent	پری
contingency	اتفاق
contingency	حدث
contingent	شایاں
contingent	غیر متعین
continual	دائمی
continual	دم بدم
continual	دم دم
continual	دھیر
continual_use	مداومت
continually	دم بدم
continually	دم دم
continually	سدا
continually	لگا تار
continuance	استمرار
continuance	ثبات
continuance	دوام
continuance	مداومت
continuation	استمرار
continue	ٹکنا
continued	صراف
continued_enjoyment_of_ease	فلاح
continued_exertion_or_endeavour	پریتن
continued_rain	جھڑی
continuing	دوام
continuing	غابر
continuing_in_grief	غم کش
continuous	صراف
continuous	لگا تار
continuous_line	راجک
continuous_line	ریل پیل
continuous_line_of_road	سڑک
contraband	ناجائز
contraband_salt	چور نمک
contrac_of_darogha	دروغہ
contract	اجارا
contract	جناغ
contract	عقد
contract	عہد
contract	قبالہ
contract	ٹھیکا
contract	کنٹریکٹ
contract	گھٹنا
contract)	اجارا
contracted	مجمل
contracting_friendship	استحباب
contracting_oneself	بجم
contraction	انقباض
contraction	ترخیم
contraction	فراہم
contraction	قبض
contractor	ٹھیکادار
contradiction	انکار
contradiction	تضاد
contradiction	مخالفت
contrariety	تضاد
contrariety	خلاف
contrariety	ضد
contrariety	مخالفت
contrariwise	بپریت
contrary	بخلاف
contrary	بر خلاف
contrary	بپریت
contrary	خلاف
contrary	ضد
contrary	ضدی
contrary	مخالف
contrary	ناموافق
contrary	ٹیڑھا
contrary_of_truth	خلاف
contrary_to	غیر
contrary_wind	باد مخالف
contribution	چھرا
contrition	ارمان
contrition	کسر
contrivance	ایجاد
contrivance	بناوٹ
contrivance	بہانہ
contrivance	بیونت
contrivance	تجویز
contrivance	تدبیر
contrivance	تردد
contrivance	ترکیب
contrivance	جوڑ توڑ
contrivance	جگت
contrivance	حکمت
contrivance	سجاوٹ
control	بس
control	تحت
control	تحکم
control	حکم
control	سنبھالنا
control	ضبطی
control	قابو
control	قید
control	کنٹرول
control-board	کنٹرول بورڈ
control-chart	کنٹرول چارٹ
control-room	کنٹرول روم
control-tower	کنٹرول ٹاور
control_of_the_passions	پرہیز
control_of_the_passions	پرہیز گاری
controller	کنٹرولر
controversy	بحث
controversy	گفتگو
contumely	پربھو
conundrum	نسبت
convalescence	افاقت
convalescence	افاقہ
convalescence	شفا
convalescence	نقاہت
convened	مجموع
convenience	آسائش
convenience	فرصت
convenience	نعمت
convenience	وسعت
conveniences	ٹھاٹ
convenient	لائق
convenient	واجب
conveniently	آرام سے
convent	خانقاہ
convent_for_sufi	خانقاہ
convention	آشتی
convention	بار
convention	کنونشن
convention	ہنگامہ
conventional	اصطلاحی
conventional_meaning	اصطلاح
conventional_term	اصطلاح
conventions	مراسم
conversable	گویا
conversant	آگاہ
conversation	بات
conversation	بات چیت
conversation	بارتا
conversation	بول
conversation	خطاب
conversation	ذکر و مذکور
conversation	ملاقات
conversation	گفت و شنید
conversation	گفتگو
conversation	گویائی
converse	بپریت
converse	عکس
conversion_to_god	انابت
converted	تقلیبی
convertible_term	پریای
convey	پہنچانا
conveyance	انتقال
conveyance	داخل نامہ
conveyance	سواری
conveyance	قبالہ
conveying	ابلاغ
conviction	ثبوت
conviction	یقین
convocation	دعوت
convolution	بل
convolvulus_turpethum	پالندھی
convoy	بدرقہ
cooing	غٹرغوں
cook	باورچی
cook	رسوئیا
cook	سوپ
cook	طباخ
cook-room	رسوئی
cook-room	رسوئی خانہ
cooked	طبیخ
cooked	پختگی
cooked	پکوہ
cooking	رسوئی
cooking	رسوئی خانہ
cooking	پچن
cooking_in_steam	دندان شکنی
cool	خنک
cool	دھیر
